"Public Holding Q3, 2021  (DATA as per latest CSE records)",,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2021-3,EASTERN MERCHANTS PLC,EMER.N0000,40.96%
2021-3,EDEN HOTEL LANKA PLC,EDEN.N0000,11.18%
2021-3,ELPITIYA PLANTATIONS PLC,ELPL.N0000,16.93%
2021-3,ENTRUST SECURITIES PLC,ESL.N0000,10.96%
2021-3,EQUITY ONE PLC,EQIT.N0000,3.72%
2021-3,EQUITY TWO PLC,ETWO.N0000,11.17%
2021-3,EXPOLANKA HOLDINGS PLC,EXPO.N0000,16.3%
2021-3,FINLAYS COLOMBO PLC,JFIN.N0000,2.94%
2021-3,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,16.86%
2021-3,FIRST CAPITAL TREASURIES PLC,FCT.N0000,0%
2021-3,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.57%
2021-3,GESTETNER OF CEYLON PLC,GEST.N0000,21.23%
2021-3,GOOD HOPE PLC,GOOD.N0000,9.09%
2021-3,GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,12.91%
2021-3,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,10%
2021-3,HARISCHANDRA MILLS PLC,HARI.N0000,42.54%
2021-3,HATTON NATIONAL BANK PLC,HNB.N0000,68%
2021-3,HATTON NATIONAL BANK PLC,HNB.X0000,99%
2021-3,HATTON PLANTATIONS PLC,HPL.N0000,12.07%
2021-3,HAYCARB PLC,HAYC.N0000,31.75%
2021-3,HAYLEYS FABRIC PLC,MGT.N0000,36.78%
2021-3,HAYLEYS FIBRE PLC,HEXP.N0000,34.97%
2021-3,HAYLEYS LEISURE PLC,CONN.N0000,20.94%
2021-3,HAYLEYS PLC,HAYL.N0000,37.09%
2021-3,HEMAS HOLDINGS PLC,HHL.N0000,35.7%
2021-3,HIKKADUWA BEACH RESORT PLC,CITH.N0000,15.66%
2021-3,HNB ASSURANCE PLC,HASU.N0000,35.22%
2021-3,HNB FINANCE PLC,HNBF.N0000,10.08%
2021-3,HORANA PLANTATIONS PLC,HOPL.N0000,49%
2021-3,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0%
2021-3,HOTEL SIGIRIYA PLC,HSIG.N0000,36.55%
2021-3,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,35.8%
2021-3,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0%
2021-3,HUNAS FALLS HOTELS PLC,HUNA.N0000,6.53%
2021-3,HUNTER & COMPANY PLC,HUNT.N0000,28.62%
2021-3,HVA FOODS PLC,HVA.N0000,38.1%
2021-3,INDO-MALAY PLC,INDO.N0000,12.85%
2021-3,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,46.37%
2021-3,JANASHAKTHI INSURANCE PLC,JINS.N0000,19.74%
2021-3,JANASHAKTHI PLC,JANA.N0000,0%
2021-3,JANASHAKTHI PLC,CSEC.N0000,1.92%
2021-3,JETWING SYMPHONY PLC,JETS.N0000,18.43%
2021-3,JOHN KEELLS HOLDINGS PLC,JKH.N0000,99.07%
2021-3,JOHN KEELLS HOTELS PLC,KHL.N0000,19.68%
2021-3,JOHN KEELLS PLC,JKL.N0000,13.1%
2021-3,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,16.46%
2021-3,KALPITIYA BEACH RESORT PLC,CITK.N0000,27.82%
2021-3,KEELLS FOOD PRODUCTS PLC,KFP.N0000,10%
2021-3,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,20.86%
2021-3,KELANI CABLES PLC,KCAB.N0000,20.2%
2021-3,KELANI TYRES PLC,TYRE.N0000,51.76%
2021-3,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,27.56%
2021-3,KELSEY DEVELOPMENTS PLC,KDL.N0000,9.17%
2021-3,KOTAGALA PLANTATIONS PLC,KOTA.N0000,30.39%
2021-3,KOTMALE HOLDINGS PLC,LAMB.N0000,.49%
2021-3,KURUWITA TEXTILE MILLS PLC,KURU.N0000,19.74%
2021-3,L O L C DEVELOPMENT FINANCE PLC,NIFL.N0000,.11%
2021-3,L O L C HOLDINGS PLC,LOLC.N0000,15.1%
2021-3,L V L ENERGY FUND PLC,LVEF.N0000,30.35%
2021-3,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,26.06%
2021-3,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,49.85%
2021-3,LANKA ASHOK LEYLAND PLC,ASHO.N0000,30.38%
2021-3,LANKA CEMENT PLC,LCEM.N0000,0%
2021-3,LANKA CERAMIC PLC,CERA.N0000,13.1%
2021-3,LANKA IOC PLC,LIOC.N0000,24.88%
2021-3,LANKA MILK FOODS (CWE) PLC,LMF.N0000,34.33%
2021-3,LANKA REALTY INVESTMENTS PLC ,ASCO.N0000,10.63%
2021-3,LANKA TILES PLC,TILE.N0000,28.09%
2021-3,LANKA VENTURES PLC,LVEN.N0000,20.42%
2021-3,LANKA WALLTILE PLC,LWL.N0000,26.79%
2021-3,LANKEM CEYLON PLC,LCEY.N0000,14.75%
2021-3,LANKEM DEVELOPMENTS PLC,LDEV.N0000,40.07%
2021-3,LAUGFS GAS PLC,LGL.N0000,25.19%
2021-3,LAUGFS GAS PLC,LGL.X0000,65.3%
2021-3,LAUGFS POWER PLC,LPL.N0000,25.23%
2021-3,LAXAPANA BATTERIES PLC,LITE.N0000,34.07%
2021-3,LB FINANCE PLC,LFIN.N0000,21.78%
2021-3,LEE HEDGES PLC,SHAW.N0000,30.29%
2021-3,LION BREWERY (CEYLON) PLC,LION.N0000,13.92%
2021-3,LOLC FINANCE PLC,LOFC.N0000,5.37%
2021-3,LOTUS HYDRO POWER PLC,HPFL.N0000,11.17%
2021-3,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,0%
2021-3,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,100%
2021-3,MACKWOODS ENERGY PLC,MEL.N0000,24.01%
2021-3,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,6.51%
2021-3,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,86.7%
2021-3,MAHAWELI REACH HOTELS PLC,MRH.N0000,20.28%
2021-3,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,18.87%
2021-3,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,32.96%
2021-3,MARAWILA  RESORTS  PLC,MARA.N0000,38.77%
2021-3,MASKELIYA PLANTATIONS PLC,MASK.N0000,16.6%
2021-3,MELSTACORP PLC,MELS.N0000,42.77%
2021-3,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,10.51%
2021-3,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,37.98%
2021-3,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,25.51%
2021-3,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,21.02%
2021-3,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,20.65%
2021-3,MIRAMAR BEACH HOTELS PLC,MIRA.N0000,0%
2021-3,MORISON PLC,MORI.X0000,15.12%
2021-3,MORISON PLC,MORI.N0000,9.17%
2021-3,MTD WALKERS PLC,KAPI.N0000,0%
2021-3,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,48.66%
2021-3, MULTI FINANCE  PLC,MFL.N0000,35.22%
2021-3,N D B CAPITAL HOLDINGS PLC,CDIC.N0000,.38%
2021-3,NAMAL ACUITY VALUE FUND,NAVF.U0000,11.6%
2021-3,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,32.52%
2021-3,NATION LANKA FINANCE PLC,CSF.W0021,56.71%
2021-3,NATION LANKA FINANCE PLC,CSF.N0000,24.19%
2021-3,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,81.12%
2021-3,NATIONS TRUST BANK PLC,NTB.N0000,35.76%
2021-3,NAWALOKA HOSPITALS PLC,NHL.N0000,34.21%
2021-3,NESTLE LANKA PLC,NEST.N0000,9.18%
2021-3,ODEL PLC,ODEL.N0000,2.26%
2021-3,OFFICE EQUIPMENT PLC,OFEQ.N0000,95.69%
2021-3,ON'ALLY HOLDINGS PLC,ONAL.N0000,3.82%
2021-3,ORIENT FINANCE PLC,BFN.N0000,6.14%
2021-3,ORIENT FINANCE PLC,ORIN.N0000,10%
2021-3,ORIENT GARMENTS PLC,OGL.N0000,0%
2021-3,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,13.1%
2021-3,PALM GARDEN HOTELS PLC,PALM.N0000,10.62%
2021-3,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,54.96%
2021-3,PANASIAN POWER PLC,PAP.N0000,41.32%
2021-3,PARAGON CEYLON PLC,PARA.N0000,95.09%
2021-3,PC HOUSE PLC,PCH.N0000,0%
2021-3,PC PHARMA PLC,PCP.N0000,0%
2021-3,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,10.01%
2021-3,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0%
2021-3,PEOPLE'S FINANCE PLC,SMLL.N0000,9.44%
2021-3,PEOPLE'S INSURANCE PLC,PINS.N0000,25%
2021-3,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,24.94%
2021-3,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,0%
2021-3,PGP GLASS CEYLON PLC,GLAS.N0000,43.42%
2021-3,PRADESHIYA SANWARDANA BANK,RDB.N0000,0%
2021-3,PRIME FINANCE PLC,GSF.N0000,11.86%
2021-3,PRINTCARE PLC,CARE.N0000,40.05%
2021-3,PROPERTY DEVELOPMENT PLC,PDL.N0000,4.44%
2021-3,R I L PROPERTY PLC,RIL.N0000,39.98%
2021-3,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,95.47%
2021-3,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,28.17%
2021-3,RAMBODA FALLS PLC,RFL.N0000,28.49%
2021-3,REGNIS (LANKA) PLC,REG.N0000,41.16%
2021-3,RENUKA AGRI FOODS PLC,RAL.N0000,24.89%
2021-3,RENUKA CITY HOTELS PLC.,RENU.N0000,27.92%
2021-3,RENUKA FOODS PLC,COCO.N0000,26.75%
2021-3,RENUKA FOODS PLC,COCO.X0000,68.98%
2021-3,RENUKA HOLDINGS PLC,RHL.N0000,34.98%
2021-3,RENUKA HOLDINGS PLC,RHL.X0000,94.14%
2021-3,RENUKA HOTELS PLC,RCH.N0000,36.01%
2021-3,RESUS ENERGY PLC,HPWR.N0000,34.71%
2021-3,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,42.15%
2021-3,RICHARD PIERIS EXPORTS PLC,REXP.N0000,16.1%
2021-3,RIVERINA HOTELS PLC,BHR.N0000,25.49%
2021-3,ROYAL CERAMICS LANKA PLC,RCL.N0000,42.69%
2021-3,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,13.98%
2021-3,S M B LEASING PLC,SEMB.N0000,83.65%
2021-3,S M B LEASING PLC,SEMB.X0000,100%
2021-3,SAMPATH BANK PLC,SAMP.N0000,90.64%
2021-3,SAMSON INTERNATIONAL PLC,SIL.N0000,43.32%
2021-3,SANASA DEVELOPMENT BANK PLC,SDB.N0000,85.65%
2021-3,SATHOSA MOTORS PLC,SMOT.N0000,15.54%
2021-3,SELINSING PLC,SELI.N0000,4.32%
2021-3,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,21.4%
2021-3,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,15.88%
2021-3,SERENDIB HOTELS PLC,SHOT.N0000,18.38%
2021-3,SERENDIB HOTELS PLC,SHOT.X0000,26.64%
2021-3,SERENDIB LAND PLC,SLND.N0000,17.16%
2021-3,SEYLAN BANK PLC,SEYB.N0000,54.85%
2021-3,SEYLAN BANK PLC,SEYB.X0000,55.96%
2021-3,SEYLAN DEVELOPMENTS PLC,CSD.N0000,29.46%
2021-3,SHALIMAR (MALAY) PLC.,SHAL.N0000,.75%
2021-3,SHAW WALLACE INVESTMENTS PLC,KZOO.N0000,12.03%
2021-3,SIERRA CABLES PLC,SIRA.N0000,37.51%
2021-3,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,33.8%
2021-3,SINGER (SRI LANKA) PLC,SINS.N0000,7.72%
2021-3,SINGER FINANCE LANKA PLC,SFIN.N0000,20.04%
2021-3,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,12.27%
2021-3,SINGHE HOSPITALS PLC,SINH.N0000,13.5%
2021-3,SINHAPUTHRA FINANCE PLC,SFL.N0000,100%
2021-3,SIYAPATHA FINANCE PLC,SLFL.N0000,0%
2021-3,SOFTLOGIC CAPITAL PLC,SCAP.N0000,22.94%
2021-3,SOFTLOGIC FINANCE PLC,CRL.N0000,7.6%
2021-3,SOFTLOGIC HOLDINGS PLC,SHL.N0000,12.95%
2021-3,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,10.27%
2021-3,SRI LANKA TELECOM PLC,SLTL.N0000,4.78%
2021-3,STANDARD CAPITAL PLC,SING.N0000,39.36%
2021-3,SUNSHINE HOLDINGS PLC,SUN.N0000,31.9%
2021-3,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,65.05%
2021-3,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,10%
2021-3,SWISSTEK (CEYLON) PLC,PARQ.N0000,30.48%
2021-3,TAL LANKA HOTELS PLC,TAJ.N0000,17.24%
2021-3,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,20.27%
2021-3,TANGERINE BEACH HOTELS PLC,TANG.N0000,36.27%
2021-3,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,33.05%
2021-3,TEEJAY LANKA PLC,TJL.N0000,39.17%
2021-3,TESS AGRO PLC,TESS.N0000,41%
2021-3,TESS AGRO PLC,TESS.X0000,85.17%
2021-3,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,31.45%
2021-3,THE AUTODROME PLC,AUTO.N0000,21.17%
2021-3,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,35.24%
2021-3,THE FINANCE COMPANY PLC,TFC.X0000,100%
2021-3,THE FINANCE COMPANY PLC,TFC.N0000,0%
2021-3,THE FORTRESS RESORTS PLC,RHTL.N0000,18.19%
2021-3,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,27.62%
2021-3,THE KINGSBURY PLC,SERV.N0000,39.17%
2021-3,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,20%
2021-3,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10.76%
2021-3,THREE ACRE FARMS PLC,TAFL.N0000,27.78%
2021-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,39.16%
2021-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,100%
2021-3,TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,0%
2021-3,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,.35%
2021-3,TRANS ASIA HOTELS PLC,TRAN.N0000,7.68%
2021-3,UDAPUSSELLAWA  PLANTATIONS PLC,UDPL.N0000,10%
2021-3,UNION ASSURANCE PLC,UAL.N0000,10%
2021-3,UNION BANK OF COLOMBO PLC,UBC.N0000,29.15%
2021-3,UNION CHEMICALS LANKA PLC,UCAR.N0000,25.9%
2021-3,UNISYST ENGINEERING PLC,ALUF.N0000,37.37%
2021-3,UNITED MOTORS LANKA PLC,UML.N0000,25.9%
2021-3,VALLIBEL FINANCE PLC,VFIN.N0000,21.03%
2021-3,VALLIBEL ONE PLC,VONE.N0000,19.39%
2021-3,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,40.52%
2021-3,VANIK INCORPORATION PLC,VANI.N0000,0%
2021-3,VIDULLANKA PLC,VLL.N0000,21.95%
2021-3,WASKADUWA BEACH RESORT PLC,CITW.N0000,10.03%
2021-3,WATAWALA  PLANTATIONS  PLC,WATA.N0000,25.76%
2021-3,YORK ARCADE HOLDINGS PLC,YORK.N0000,48.47%
